Scientific,TipLabel,English,Taxonomy,Clade,BLFamilyLatin,BLFamilyEnglish,FamSequID,Order,OscSubOsc
Perdicula manipurensis,Perdicula_manipurensis,Manipur Bush-quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Perdix dauurica,Perdix_dauurica,Daurian Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Perdix hodgsoniae,Perdix_hodgsoniae,Tibetan Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Polyplectron germaini,Polyplectron_germaini,Germain's Peacock-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Phasianus colchicus,Phasianus_colchicus,Common Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Rheinardia ocellata,Rheinardia_ocellata,Crested Argus,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Pucrasia macrolopha,Pucrasia_macrolopha,Koklass Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Polyplectron chalcurum,Polyplectron_chalcurum,Bronze-tailed Peacock-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Polyplectron inopinatum,Polyplectron_inopinatum,Mountain Peacock-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Polyplectron katsumatae,Polyplectron_katsumatae,Hainan Peacock-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Polyplectron malacense,Polyplectron_malacense,Malayan Peacock-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Polyplectron napoleonis,Polyplectron_napoleonis,Palawan Peacock-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Polyplectron schleiermacheri,Polyplectron_schleiermacheri,Bornean Peacock-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Ptilopachus petrosus,Ptilopachus_petrosus,Stone Partridge,BL3,Odontophoridae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Perdix perdix,Perdix_perdix,Grey Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Rhizothera longirostris,Rhizothera_longirostris,Long-billed Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Rollulus rouloul,Rollulus_rouloul,Crested Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Perdicula erythrorhyncha,Perdicula_erythrorhyncha,Painted Bush-quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetraogallus tibetanus,Tetraogallus_tibetanus,Tibetan Snowcock,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tragopan caboti,Tragopan_caboti,Cabot's Tragopan,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tragopan blythii,Tragopan_blythii,Blyth's Tragopan,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tragopan satyra,Tragopan_satyra,Satyr Tragopan,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tragopan temminckii,Tragopan_temminckii,Temminck's Tragopan,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tympanuchus cupido,Tympanuchus_cupido,Greater Prairie-chicken,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tympanuchus pallidicinctus,Tympanuchus_pallidicinctus,Lesser Prairie-chicken,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tympanuchus phasianellus,Tympanuchus_phasianellus,Sharp-tailed Grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tragopan melanocephalus,Tragopan_melanocephalus,Western Tragopan,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Xenoperdix udzungwensis,Xenoperdix_udzungwensis,Udzungwa Forest-partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetraophasis obscurus,Tetraophasis_obscurus,Chestnut-throated Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetraogallus caucasicus,Tetraogallus_caucasicus,Caucasian Snowcock,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetraogallus himalayensis,Tetraogallus_himalayensis,Himalayan Snowcock,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetraogallus caspius,Tetraogallus_caspius,Caspian Snowcock,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetrao urogallus,Tetrao_urogallus,Western Capercaillie,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetrao tetrix,Tetrao_tetrix,Black Grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetrao parvirostris,Tetrao_parvirostris,Black-billed Capercaillie,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetrao mlokosiewiczi,Tetrao_mlokosiewiczi,Caucasian Grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Syrmaticus soemmerringii,Syrmaticus_soemmerringii,Copper Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Syrmaticus reevesii,Syrmaticus_reevesii,Reeves's Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Syrmaticus mikado,Syrmaticus_mikado,Mikado Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Syrmaticus humiae,Syrmaticus_humiae,Hume's Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Syrmaticus ellioti,Syrmaticus_ellioti,Elliot's Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetraophasis szechenyii,Tetraophasis_szechenyii,Buff-throated Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Tetraogallus altaicus,Tetraogallus_altaicus,Altai Snowcock,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Ammoperdix griseogularis,Ammoperdix_griseogularis,See-see Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Anurophasis monorthonyx,Anurophasis_monorthonyx,Snow Mountain Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Coturnix delegorguei,Coturnix_delegorguei,Harlequin Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Coturnix coturnix,Coturnix_coturnix,Common Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Coturnix coromandelica,Coturnix_coromandelica,Rain Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Ammoperdix heyi,Ammoperdix_heyi,Sand Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Coturnix chinensis,Coturnix_chinensis,Blue Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Alectoris chukar,Alectoris_chukar,Chukar,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Centrocercus urophasianus,Centrocercus_urophasianus,Greater Sage-grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Centrocercus minimus,Centrocercus_minimus,Gunnison Sage-grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Catreus wallichi,Catreus_wallichi,Cheer Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Alectoris graeca,Alectoris_graeca,Rock Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Alectoris magna,Alectoris_magna,Rusty-necklaced Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Alectoris melanocephala,Alectoris_melanocephala,Arabian Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Alectoris philbyi,Alectoris_philbyi,Philby's Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Alectoris rufa,Alectoris_rufa,Red-legged Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Alectoris barbara,Alectoris_barbara,Barbary Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila rolli,Arborophila_rolli,Roll's Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila cambodiana,Arborophila_cambodiana,Chestnut-headed Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila campbelli,Arborophila_campbelli,Malaysian Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila charltonii,Arborophila_charltonii,Chestnut-necklaced Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila crudigularis,Arborophila_crudigularis,Taiwan Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila gingica,Arborophila_gingica,White-necklaced Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila hyperythra,Arborophila_hyperythra,Red-breasted Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila javanica,Arborophila_javanica,Chestnut-bellied Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila mandellii,Arborophila_mandellii,Chestnut-breasted Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila brunneopectus,Arborophila_brunneopectus,Bar-backed Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila orientalis,Arborophila_orientalis,White-faced Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila chloropus,Arborophila_chloropus,Scaly-breasted Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila rubrirostris,Arborophila_rubrirostris,Red-billed Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila rufipectus,Arborophila_rufipectus,Sichuan Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila rufogularis,Arborophila_rufogularis,Rufous-throated Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila sumatrana,Arborophila_sumatrana,Grey-breasted Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila torqueola,Arborophila_torqueola,Hill Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Argusianus argus,Argusianus_argus,Great Argus,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Chrysolophus amherstiae,Chrysolophus_amherstiae,Lady Amherst's Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Chrysolophus pictus,Chrysolophus_pictus,Golden Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Caloperdix oculeus,Caloperdix_oculeus,Ferruginous Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Bonasa umbellus,Bonasa_umbellus,Ruffed Grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Crossoptilon mantchuricum,Crossoptilon_mantchuricum,Brown Eared-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Crossoptilon harmani,Crossoptilon_harmani,Tibetan Eared-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Crossoptilon crossoptilon,Crossoptilon_crossoptilon,White Eared-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila davidi,Arborophila_davidi,Orange-necked Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Crossoptilon auritum,Crossoptilon_auritum,Blue Eared-pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila atrogularis,Arborophila_atrogularis,White-cheeked Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Bonasa sewerzowi,Bonasa_sewerzowi,Chinese Grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Bonasa bonasia,Bonasa_bonasia,Hazel Grouse,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Coturnix japonica,Coturnix_japonica,Japanese Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Coturnix pectoralis,Coturnix_pectoralis,Stubble Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Afropavo congensis,Afropavo_congensis,Congo Peafowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Bambusicola thoracicus,Bambusicola_thoracicus,Chinese Bamboo-partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Bambusicola fytchii,Bambusicola_fytchii,Mountain Bamboo-partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Coturnix ypsilophora,Coturnix_ypsilophora,Brown Quail,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Arborophila ardens,Arborophila_ardens,Hainan Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Gallus sonneratii,Gallus_sonneratii,Grey Junglefowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Haematortyx sanguiniceps,Haematortyx_sanguiniceps,Crimson-headed Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus afer,Francolinus_afer,Red-necked Spurfowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Melanoperdix niger,Melanoperdix_niger,Black Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus ahantensis,Francolinus_ahantensis,Ahanta Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus albogularis,Francolinus_albogularis,White-throated Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus bicalcaratus,Francolinus_bicalcaratus,Double-spurred Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus camerunensis,Francolinus_camerunensis,Mount Cameroon Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus capensis,Francolinus_capensis,Cape Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus castaneicollis,Francolinus_castaneicollis,Chestnut-naped Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus adspersus,Francolinus_adspersus,Red-billed Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura hoogerwerfi,Lophura_hoogerwerfi,Aceh Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Meleagris ocellata,Meleagris_ocellata,Ocellated Turkey,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Meleagris gallopavo,Meleagris_gallopavo,Wild Turkey,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophophorus impejanus,Lophophorus_impejanus,Himalayan Monal,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophophorus lhuysii,Lophophorus_lhuysii,Chinese Monal,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophophorus sclateri,Lophophorus_sclateri,Sclater's Monal,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura bulweri,Lophura_bulweri,Wattled Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura diardi,Lophura_diardi,Siamese Fireback,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura edwardsi,Lophura_edwardsi,Edwards's Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura erythrophthalma,Lophura_erythrophthalma,Crestless Fireback,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Gallus gallus,Gallus_gallus,Red Junglefowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura hatinhensis,Lophura_hatinhensis,Vietnamese Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Galloperdix bicalcarata,Galloperdix_bicalcarata,Sri Lanka Spurfowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura ignita,Lophura_ignita,Crested Fireback,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura inornata,Lophura_inornata,Salvadori's Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura leucomelanos,Lophura_leucomelanos,Kalij Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura nycthemera,Lophura_nycthemera,Silver Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lophura swinhoii,Lophura_swinhoii,Swinhoe's Pheasant,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Gallus varius,Gallus_varius,Green Junglefowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus africanus,Francolinus_africanus,Grey-winged Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Gallus lafayetii,Gallus_lafayetii,Sri Lanka Junglefowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Galloperdix spadicea,Galloperdix_spadicea,Red Spurfowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Galloperdix lunulata,Galloperdix_lunulata,Painted Spurfowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Lerwa lerwa,Lerwa_lerwa,Snow Partridge,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus squamatus,Francolinus_squamatus,Scaly Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus nobilis,Francolinus_nobilis,Handsome Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus ochropectus,Francolinus_ochropectus,Djibouti Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus pictus,Francolinus_pictus,Painted Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus pintadeanus,Francolinus_pintadeanus,Chinese Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus pondicerianus,Francolinus_pondicerianus,Grey Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus psilolaemus,Francolinus_psilolaemus,Moorland Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus rufopictus,Francolinus_rufopictus,Grey-breasted Spurfowl,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
Francolinus schlegelii,Francolinus_schlegelii,Schlegel's Francolin,BL3,Phasianidae,Phasianidae,"Grouse, pheasants and partridges",11,GALLIFORMES,NONPASSERIFORMES
